,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
2688,MADHYA MAHARASHTRA,1967,0.0,0.1,4.7,13.3,7.8,130.4,367.4,139.0,146.7,43.1,2.1,58.6,913.0,0.1,25.8,783.4,103.7
2689,MADHYA MAHARASHTRA,1968,1.6,3.6,9.4,11.2,2.5,95.4,238.9,213.3,172.1,60.6,15.1,0.3,824.0,5.2,23.2,719.6,76.0
2690,MADHYA MAHARASHTRA,1969,0.2,0.0,1.4,5.8,4.0,140.1,307.1,248.3,234.0,20.1,22.3,0.9,984.1,0.2,11.3,929.5,43.2
2691,MADHYA MAHARASHTRA,1970,1.0,0.0,0.6,17.9,39.1,195.4,200.1,254.9,161.3,70.9,0.0,0.0,941.4,1.0,57.6,811.8,70.9
2692,MADHYA MAHARASHTRA,1971,0.0,0.0,0.1,3.8,43.3,155.6,124.9,204.0,185.6,56.0,0.0,0.0,773.2,0.0,47.1,670.1,56.0
2693,MADHYA MAHARASHTRA,1972,0.0,0.2,0.0,4.0,13.8,90.4,195.1,99.3,88.1,7.3,21.6,0.1,519.9,0.2,17.8,472.8,29.0
2694,MADHYA MAHARASHTRA,1973,0.0,3.0,1.8,3.2,10.1,124.7,312.0,243.9,172.8,104.8,3.9,0.4,980.6,3.0,15.1,853.4,109.1
2695,MADHYA MAHARASHTRA,1974,0.0,0.1,2.5,14.6,60.9,77.5,217.9,184.7,201.5,152.0,0.1,0.0,911.8,0.1,78.1,681.6,152.1
2696,MADHYA MAHARASHTRA,1975,0.4,1.1,0.1,1.0,15.4,165.6,228.0,223.2,242.8,158.3,4.8,0.0,1040.7,1.5,16.4,859.7,163.1
2697,MADHYA MAHARASHTRA,1976,0.1,0.0,6.0,3.4,3.3,283.6,315.6,240.8,87.7,14.3,68.9,2.2,1025.8,0.1,12.7,927.7,85.4
2698,MADHYA MAHARASHTRA,1977,0.0,0.1,7.1,9.9,31.3,209.0,262.5,150.4,94.6,64.4,112.1,5.7,947.2,0.2,48.3,716.5,182.3
2699,MADHYA MAHARASHTRA,1978,0.7,10.8,4.6,22.2,33.1,174.2,179.6,211.8,124.1,57.0,63.5,2.1,883.6,11.4,59.9,689.7,122.6
2700,MADHYA MAHARASHTRA,1979,3.5,1.8,5.3,1.0,7.1,129.7,194.5,299.0,249.9,46.0,88.4,0.5,1026.8,5.3,13.4,873.2,134.9
2701,MADHYA MAHARASHTRA,1980,0.0,0.0,1.5,16.1,8.6,279.2,197.4,286.6,89.2,14.7,29.8,16.4,939.5,0.0,26.1,852.5,60.9
2702,MADHYA MAHARASHTRA,1981,10.5,0.0,3.7,6.8,7.7,135.9,248.9,188.6,253.7,56.8,11.0,6.2,929.8,10.5,18.2,827.1,74.0
2703,MADHYA MAHARASHTRA,1982,2.1,0.2,0.2,6.3,33.8,114.6,187.7,186.6,119.5,55.2,45.8,0.0,751.9,2.3,40.3,608.4,101.0
2704,MADHYA MAHARASHTRA,1983,0.1,1.4,0.0,0.0,2.8,125.3,218.1,259.4,263.0,43.2,2.5,2.8,918.8,1.5,2.9,865.8,48.5
2705,MADHYA MAHARASHTRA,1984,0.6,11.2,3.7,4.6,0.6,109.6,260.8,140.0,133.2,109.1,4.7,1.7,779.9,11.8,8.9,643.7,115.5
2706,MADHYA MAHARASHTRA,1985,2.6,0.2,2.3,9.1,12.3,118.7,189.5,145.1,63.5,107.3,5.4,0.0,656.1,2.8,23.8,516.8,112.7
2707,MADHYA MAHARASHTRA,1986,1.6,2.7,0.3,2.4,8.6,200.8,126.1,157.9,101.0,8.9,19.4,14.6,644.1,4.3,11.2,585.7,42.8
2708,MADHYA MAHARASHTRA,1987,1.7,3.9,2.5,4.0,36.6,130.3,166.7,226.9,63.5,98.8,38.0,34.6,807.6,5.6,43.1,587.5,171.4
2709,MADHYA MAHARASHTRA,1988,0.0,0.1,0.1,18.8,7.6,111.0,314.1,165.7,324.8,27.5,1.9,4.9,976.6,0.1,26.5,915.6,34.3
2710,MADHYA MAHARASHTRA,1989,0.0,0.0,16.3,3.3,11.8,153.5,271.9,152.1,181.6,22.9,1.4,1.7,816.6,0.0,31.4,759.1,26.0
2711,MADHYA MAHARASHTRA,1990,2.6,0.2,0.0,0.2,78.2,150.5,227.3,294.6,94.9,154.9,17.2,1.9,1022.5,2.8,78.4,767.3,174.1
2712,MADHYA MAHARASHTRA,1991,0.0,0.1,0.3,12.2,19.2,293.8,318.1,143.9,67.3,21.0,4.7,0.1,880.5,0.1,31.8,823.0,25.7
2713,MADHYA MAHARASHTRA,1992,0.0,0.0,0.0,2.1,5.1,146.9,190.6,248.6,132.1,55.6,10.1,0.0,791.3,0.0,7.3,718.2,65.7
2714,MADHYA MAHARASHTRA,1993,0.0,0.1,3.0,5.7,11.5,147.6,289.2,162.4,162.6,192.8,10.7,34.3,1019.8,0.1,20.1,761.9,237.7
2715,MADHYA MAHARASHTRA,1994,3.1,0.1,0.6,21.8,23.8,253.2,332.9,188.4,118.9,66.2,12.6,0.0,1021.5,3.2,46.2,893.4,78.8
2716,MADHYA MAHARASHTRA,1995,20.0,0.2,5.4,6.7,24.0,63.6,253.1,82.7,194.3,121.5,4.9,0.0,776.4,20.3,36.0,593.7,126.4
2717,MADHYA MAHARASHTRA,1996,0.1,0.0,0.1,4.1,5.7,162.3,281.0,184.1,161.4,171.3,4.8,0.4,975.2,0.1,9.9,788.7,176.5
2718,MADHYA MAHARASHTRA,1997,3.3,0.0,2.4,15.3,6.5,180.2,239.9,295.5,91.7,57.7,68.8,39.6,1000.9,3.3,24.3,807.4,166.0
2719,MADHYA MAHARASHTRA,1998,0.2,0.0,0.6,2.5,18.4,147.1,264.1,226.4,257.2,162.5,22.1,0.0,1101.1,0.2,21.4,894.8,184.7
2720,MADHYA MAHARASHTRA,1999,0.0,6.7,0.0,0.1,39.2,225.3,262.5,85.4,169.0,177.6,0.0,0.0,965.7,6.7,39.3,742.1,177.7
2721,MADHYA MAHARASHTRA,2000,0.4,1.1,0.2,1.7,18.5,173.0,198.7,159.6,87.0,56.5,2.7,2.1,701.6,1.5,20.5,618.2,61.3
2722,MADHYA MAHARASHTRA,2001,4.4,0.0,0.3,4.7,8.4,157.9,179.3,160.9,137.3,125.5,5.7,0.5,785.1,4.4,13.5,635.4,131.8
2723,MADHYA MAHARASHTRA,2002,1.7,3.1,1.0,13.0,14.4,251.9,95.6,221.5,95.8,36.3,5.9,0.0,740.3,4.9,28.3,664.7,42.3
2724,MADHYA MAHARASHTRA,2003,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.6,3.0,22.3,714.2,33.1
2725,MADHYA MAHARASHTRA,2004,0.1,0.1,0.0,4.7,49.0,215.9,174.2,354.1,181.2,42.1,8.0,0.1,1029.5,0.2,53.7,925.5,50.2
2726,MADHYA MAHARASHTRA,2005,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0.0,0.0,1221.3,4.0,20.5,1134.2,62.7
2727,MADHYA MAHARASHTRA,2006,0.0,0.0,7.1,0.2,42.3,205.3,416.4,421.7,217.0,60.1,25.5,0.0,1395.7,0.0,49.7,1260.4,85.6
2728,MADHYA MAHARASHTRA,2007,1.3,0.4,0.0,2.1,5.5,266.9,293.5,274.2,189.2,3.4,3.9,0.0,1040.4,1.7,7.6,1023.7,7.3
2729,MADHYA MAHARASHTRA,2008,0.0,0.0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.9,916.9,0.0,19.9,835.9,61.1
2730,MADHYA MAHARASHTRA,2009,0.0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.3,941.7,1.7,8.9,709.4,221.8
2731,MADHYA MAHARASHTRA,2010,2.9,0.1,0.9,2.3,5.4,185.6,280.9,233.2,165.6,77.1,73.4,0.2,1027.5,3.0,8.6,865.3,150.6
2732,MADHYA MAHARASHTRA,2011,0.0,0.3,0.3,5.0,2.9,133.3,261.4,238.1,148.4,62.8,0.0,0.0,852.6,0.3,8.2,781.3,62.8
2733,MADHYA MAHARASHTRA,2012,0.0,0.0,0.0,3.0,1.4,67.9,203.0,187.8,129.5,95.2,2.2,0.0,689.8,0.0,4.4,588.1,97.3
2734,MADHYA MAHARASHTRA,2013,0.1,5.3,0.8,5.7,6.0,212.4,311.8,147.0,210.3,57.8,4.0,1.3,962.4,5.3,12.4,881.5,63.1
2735,MADHYA MAHARASHTRA,2014,3.1,6.2,24.4,7.5,29.8,44.0,277.9,240.3,120.4,38.5,32.8,13.1,838.0,9.3,61.7,682.6,84.4
2736,MADHYA MAHARASHTRA,2015,1.4,0.8,41.2,9.6,24.4,177.0,111.7,67.2,146.6,48.3,16.2,0.1,644.5,2.2,75.3,502.5,64.5
